사용일자,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,승차총승객수,하차총승객수
20250913,262,262번(중랑공영차고지~여의도),105000139,6225,답십리2동두산아파트(00106),230,90
20250913,1218,1218번(수유역~답십리),105000139,6225,답십리2동두산아파트(00046),156,160
20250913,3220,3220번(오금동~청량리),105000139,6225,답십리2동두산아파트(00054),67,29
20250913,2112,2112번(면목동~성북동),105000139,6225,답십리2동두산아파트(00079),80,62
20250913,262,262번(중랑공영차고지~여의도),105000140,6226,한양아파트.청솔우성아파트후문(00030),185,164
20250913,3220,3220번(오금동~청량리),105000140,6226,한양아파트.청솔우성아파트후문(00039),22,57
20250913,2112,2112번(면목동~성북동),105000140,6226,한양아파트.청솔우성아파트후문(00033),76,75
20250913,262,262번(중랑공영차고지~여의도),105000141,6227,답십리2동한양아파트앞(00107),40,92
20250913,720,720번(기자촌~답십리),105000141,6227,답십리2동한양아파트앞(00054),28,86
20250913,1218,1218번(수유역~답십리),105000141,6227,답십리2동한양아파트앞(00047),23,86
20250913,3220,3220번(오금동~청량리),105000141,6227,답십리2동한양아파트앞(00055),39,52
20250913,2112,2112번(면목동~성북동),105000141,6227,답십리2동한양아파트앞(00080),28,34
20250913,262,262번(중랑공영차고지~여의도),105000142,6228,답십리2동한양아파트앞(00029),91,147
20250913,3220,3220번(오금동~청량리),105000142,6228,답십리2동한양아파트앞(00038),24,49
20250913,2112,2112번(면목동~성북동),105000142,6228,답십리2동한양아파트앞(00032),45,64
20250913,720,720번(기자촌~답십리),105000143,6229,동답한신.대림아파트동대문체육관(00055),29,132
20250913,262,262번(중랑공영차고지~여의도),105000143,6229,동답한신.대림아파트동대문체육관(00108),65,138
20250913,1218,1218번(수유역~답십리),105000143,6229,동답한신.대림아파트동대문체육관(00048),61,87
20250913,3220,3220번(오금동~청량리),105000143,6229,동답한신.대림아파트동대문체육관(00056),32,67
20250913,2112,2112번(면목동~성북동),105000143,6229,동답한신.대림아파트동대문체육관(00081),10,54
20250913,720,720번(기자촌~답십리),105000144,6230,촬영소사거리.동답초등학교(00056),40,139
20250913,262,262번(중랑공영차고지~여의도),105000144,6230,촬영소사거리.동답초등학교(00109),55,174
20250913,3220,3220번(오금동~청량리),105000144,6230,촬영소사거리.동답초등학교(00057),50,42
20250913,2112,2112번(면목동~성북동),105000144,6230,촬영소사거리.동답초등학교(00082),7,75
20250913,262,262번(중랑공영차고지~여의도),105000145,6231,촬영소사거리.세양청마루아파트앞(00028),215,97
20250913,3220,3220번(오금동~청량리),105000145,6231,촬영소사거리.세양청마루아파트앞(00037),105,96
20250913,2112,2112번(면목동~성북동),105000145,6231,촬영소사거리.세양청마루아파트앞(00031),114,26
20250913,262,262번(중랑공영차고지~여의도),105000146,6232,동대문구.성동구선거관리위원회(00110),146,249
20250913,2112,2112번(면목동~성북동),105000146,6232,동대문구.성동구선거관리위원회(00083),23,127
20250913,2211,2211번(면목동~회기역),105000146,6232,동대문구.성동구선거관리위원회(00013),91,111
20250913,2211,2211번(면목동~회기역),105000146,6232,동대문구.성동구선거관리위원회(00047),47,99
20250913,2233,2233번(면목동~옥수동),105000146,6232,동대문구.성동구선거관리위원회(00097),15,117
20250913,262,262번(중랑공영차고지~여의도),105000147,6233,동대문구.성동구선거관리위원회(00027),247,117
20250913,2112,2112번(면목동~성북동),105000147,6233,동대문구.성동구선거관리위원회(00030),126,31
20250913,2233,2233번(면목동~옥수동),105000147,6233,동대문구.성동구선거관리위원회(00031),73,19
20250913,262,262번(중랑공영차고지~여의도),105000148,6234,장안사거리(00026),445,214
20250913,2112,2112번(면목동~성북동),105000148,6234,장안사거리(00029),162,60
20250913,2233,2233번(면목동~옥수동),105000148,6234,장안사거리(00030),193,67
20250913,262,262번(중랑공영차고지~여의도),105000149,6235,국민은행장안동지점(00025),670,642
20250913,2112,2112번(면목동~성북동),105000149,6235,국민은행장안동지점(00028),222,118
20250913,2211,2211번(면목동~회기역),105000149,6235,국민은행장안동지점(00003),501,203
20250913,262,262번(중랑공영차고지~여의도),105000150,6236,국민은행장안동지점(00112),541,353
20250913,2112,2112번(면목동~성북동),105000150,6236,국민은행장안동지점(00085),72,149
20250913,2211,2211번(면목동~회기역),105000150,6236,국민은행장안동지점(00049),196,139
20250913,2233,2233번(면목동~옥수동),105000150,6236,국민은행장안동지점(00099),53,122
20250913,2416,2416번(중랑공영차고지~삼성역),105000151,6237,장안동근린공원(00018),110,68
20250913,2211,2211번(면목동~회기역),105000151,6237,장안동근린공원(00035),228,213
20250913,2416,2416번(중랑공영차고지~삼성역),105000152,6238,장안동근린공원(00072),28,90
20250913,2112,2112번(면목동~성북동),105000152,6238,장안동근린공원(00099),9,86
20250913,2211,2211번(면목동~회기역),105000152,6238,장안동근린공원(00017),114,134
20250913,2233,2233번(면목동~옥수동),105000152,6238,장안동근린공원(00112),18,57
20250913,2416,2416번(중랑공영차고지~삼성역),105000153,6239,동대문더퍼스트데시앙아파트(00019),167,76
20250913,2211,2211번(면목동~회기역),105000153,6239,동대문더퍼스트데시앙아파트(00036),353,320
20250913,2416,2416번(중랑공영차고지~삼성역),105000154,6240,NH농협장안평지점(00071),85,160
20250913,2112,2112번(면목동~성북동),105000154,6240,NH농협장안평지점(00098),37,107
20250913,2211,2211번(면목동~회기역),105000154,6240,NH농협장안평지점(00016),302,72
20250913,2233,2233번(면목동~옥수동),105000154,6240,NH농협장안평지점(00111),68,110
20250913,2416,2416번(중랑공영차고지~삼성역),105000155,6241,코리아병원(00020),163,108
20250913,2211,2211번(면목동~회기역),105000155,6241,코리아병원(00037),259,429
20250913,2416,2416번(중랑공영차고지~삼성역),105000156,6242,새서울병원(00070),70,200
20250913,2112,2112번(면목동~성북동),105000156,6242,새서울병원(00097),49,139
20250913,2211,2211번(면목동~회기역),105000156,6242,새서울병원(00015),479,128
20250913,2233,2233번(면목동~옥수동),105000156,6242,새서울병원(00110),54,113
20250913,2416,2416번(중랑공영차고지~삼성역),105000157,6243,장안동삼성쉐르빌아파트(00069),74,266
20250913,2112,2112번(면목동~성북동),105000157,6243,장안동삼성쉐르빌아파트(00096),31,210
20250913,2233,2233번(면목동~옥수동),105000157,6243,장안동삼성쉐르빌아파트(00029),81,136
20250913,2233,2233번(면목동~옥수동),105000157,6243,장안동삼성쉐르빌아파트(00109),33,183
20250913,2416,2416번(중랑공영차고지~삼성역),105000158,6244,장안동삼성쉐르빌아파트(00021),326,98
20250913,2211,2211번(면목동~회기역),105000158,6244,장안동삼성쉐르빌아파트(00004),673,118
20250913,2211,2211번(면목동~회기역),105000158,6244,장안동삼성쉐르빌아파트(00038),473,327
20250913,2416,2416번(중랑공영차고지~삼성역),105000159,6245,힐스테이트장안센트럴(00068),59,269
20250913,2112,2112번(면목동~성북동),105000159,6245,힐스테이트장안센트럴(00095),16,178
20250913,2233,2233번(면목동~옥수동),105000159,6245,힐스테이트장안센트럴(00028),49,125
20250913,2233,2233번(면목동~옥수동),105000159,6245,힐스테이트장안센트럴(00108),30,157
20250913,2416,2416번(중랑공영차고지~삼성역),105000160,6246,현대벤처빌.현대썬앤빌(00022),415,76
20250913,2211,2211번(면목동~회기역),105000160,6246,현대벤처빌.현대썬앤빌(00005),784,103
20250913,2211,2211번(면목동~회기역),105000160,6246,현대벤처빌.현대썬앤빌(00039),633,194
20250913,2416,2416번(중랑공영차고지~삼성역),105000161,6247,현대벤처빌(00067),87,353
20250913,2112,2112번(면목동~성북동),105000161,6247,현대벤처빌(00094),45,195
20250913,2233,2233번(면목동~옥수동),105000161,6247,현대벤처빌(00027),75,135
20250913,2233,2233번(면목동~옥수동),105000161,6247,현대벤처빌(00107),54,181
20250913,2416,2416번(중랑공영차고지~삼성역),105000162,6248,우리은행장안지점앞(00023),117,119
20250913,2211,2211번(면목동~회기역),105000162,6248,우리은행장안지점앞(00006),195,478
20250913,2211,2211번(면목동~회기역),105000162,6248,우리은행장안지점앞(00040),171,633
20250913,2416,2416번(중랑공영차고지~삼성역),105000163,6249,우리은행장안지점앞(00066),77,161
20250913,2112,2112번(면목동~성북동),105000163,6249,우리은행장안지점앞(00023),38,74
20250913,2112,2112번(면목동~성북동),105000163,6249,우리은행장안지점앞(00093),56,97
20250913,2233,2233번(면목동~옥수동),105000163,6249,우리은행장안지점앞(00026),60,69
20250913,2233,2233번(면목동~옥수동),105000163,6249,우리은행장안지점앞(00106),71,128
20250913,2416,2416번(중랑공영차고지~삼성역),105000164,6250,북한연구소앞(00065),52,61
20250913,2112,2112번(면목동~성북동),105000164,6250,북한연구소앞(00022),27,22
20250913,2112,2112번(면목동~성북동),105000164,6250,북한연구소앞(00092),36,38
20250913,2233,2233번(면목동~옥수동),105000164,6250,북한연구소앞(00025),37,20
20250913,2233,2233번(면목동~옥수동),105000164,6250,북한연구소앞(00105),43,45
20250913,2211,2211번(면목동~회기역),105000165,6251,장한평역2번출구(00007),538,1455
20250913,2211,2211번(면목동~회기역),105000165,6251,장한평역2번출구(00041),442,1662
20250913,2416,2416번(중랑공영차고지~삼성역),105000166,6252,장한평역3번출구(00064),580,43
20250913,2112,2112번(면목동~성북동),105000166,6252,장한평역3번출구(00021),538,139
20250913,2112,2112번(면목동~성북동),105000166,6252,장한평역3번출구(00091),788,131
20250913,2233,2233번(면목동~옥수동),105000166,6252,장한평역3번출구(00024),453,154
20250913,2233,2233번(면목동~옥수동),105000166,6252,장한평역3번출구(00104),700,127
20250913,중랑01,중랑01(중화동동아약국~신이문역),105000167,6253,신이문역(00009),36,30
20250913,1122,1122번(상진운수차고지~원자력병원),105000167,6253,신이문역(00006),390,31
20250913,1122,1122번(상진운수차고지~원자력병원),105000167,6253,신이문역(00057),19,420
20250913,2236,2236번(중랑차고지~신이문역),105000167,6253,신이문역(00046),281,169
20250913,중랑01,중랑01(중화동동아약국~신이문역),105000168,6254,이문동현대아파트앞(00007),4,5
20250913,1122,1122번(상진운수차고지~원자력병원),105000168,6254,이문동현대아파트앞(00056),6,101
20250913,2236,2236번(중랑차고지~신이문역),105000168,6254,이문동현대아파트앞(00044),5,109
20250913,273,273번(중랑차고지~동교동),105000168,6254,이문동현대아파트앞(00014),199,163
20250913,중랑01,중랑01(중화동동아약국~신이문역),105000169,6255,이문동현대아파트(00011),10,10
20250913,1122,1122번(상진운수차고지~원자력병원),105000169,6255,이문동현대아파트(00008),114,24
20250913,2236,2236번(중랑차고지~신이문역),105000169,6255,이문동현대아파트(00048),131,17
20250913,273,273번(중랑차고지~동교동),105000169,6255,이문동현대아파트(00100),150,121
20250913,동대문03,동대문03(서울가든아파트~회기역),105000170,6256,휘경2동주민센터(00009),39,105
20250913,2211,2211번(면목동~회기역),105000170,6256,휘경2동주민센터(00023),66,332
20250913,동대문03,동대문03(서울가든아파트~회기역),105000171,6257,휘경2동주민센터(00015),114,52
20250913,2211,2211번(면목동~회기역),105000171,6257,휘경2동주민센터(00029),413,90
20250913,2112,2112번(면목동~성북동),105000172,6258,동부아동상담소.동국대부속중고(00014),32,7
20250913,2233,2233번(면목동~옥수동),105000172,6258,동부아동상담소.동국대부속중고(00017),40,16
20250913,2112,2112번(면목동~성북동),105000173,6259,장안삼성래미안2차아파트(00015),59,9
20250913,2233,2233번(면목동~옥수동),105000173,6259,장안삼성래미안2차아파트(00018),91,10
20250913,2112,2112번(면목동~성북동),105000174,6260,장안삼성래미안2차아파트.성복교회(00016),27,21
20250913,2233,2233번(면목동~옥수동),105000174,6260,장안삼성래미안2차아파트.성복교회(00019),22,15
20250913,2112,2112번(면목동~성북동),105000175,6261,장안현대홈타운아파트앞(00086),43,63
20250913,2112,2112번(면목동~성북동),105000176,6262,구민회관앞(00018),54,11
20250913,2233,2233번(면목동~옥수동),105000176,6262,구민회관앞(00021),113,23
20250913,2233,2233번(면목동~옥수동),105000176,6262,구민회관앞(00101),69,63
20250913,2112,2112번(면목동~성북동),105000177,6263,파라브아파트(00019),50,26
20250913,2112,2112번(면목동~성북동),105000177,6263,파라브아파트(00089),59,27
20250913,2233,2233번(면목동~옥수동),105000177,6263,파라브아파트(00022),55,28
20250913,2233,2233번(면목동~옥수동),105000177,6263,파라브아파트(00102),46,31
20250913,2112,2112번(면목동~성북동),105000178,6264,장안현대홈타운상가(00027),104,224
20250913,2112,2112번(면목동~성북동),105000179,6265,장안현대홈타운앞(00017),104,15
20250913,2233,2233번(면목동~옥수동),105000179,6265,장안현대홈타운앞(00020),130,21
20250913,2233,2233번(면목동~옥수동),105000179,6265,장안현대홈타운앞(00100),94,64
20250913,2112,2112번(면목동~성북동),105000180,6266,장안치안센터(00087),137,62
20250913,2112,2112번(면목동~성북동),105000181,6267,장안치안센터(00026),90,214
20250913,2112,2112번(면목동~성북동),105000182,6268,장평중학교(00088),26,40
20250913,2211,2211번(면목동~회기역),105000183,6269,회기역종점(00026),1529,1408
20250913,201,201번(구리~서울역),105000184,6270,경희대입구(00081),286,148
20250913,동대문01,동대문01(회기역~경희의료원),105000184,6270,경희대입구(00005),266,105
20250913,273,273번(중랑차고지~동교동),105000184,6270,경희대입구(00091),308,598
20250913,3216,3216번(오금동~경희의료원),105000184,6270,경희대입구(00047),135,139
20250913,201,201번(구리~서울역),105000185,6271,경희대입구(00038),155,267
20250913,273,273번(중랑차고지~동교동),105000185,6271,경희대입구(00022),559,374
20250913,201,201번(구리~서울역),105000186,6272,서울바이오허브(00080),102,209
20250913,273,273번(중랑차고지~동교동),105000186,6272,서울바이오허브(00090),245,436
20250913,3216,3216번(오금동~경희의료원),105000186,6272,서울바이오허브(00046),92,182
20250913,201,201번(구리~서울역),105000187,6273,서울바이오허브(00039),174,84
20250913,273,273번(중랑차고지~동교동),105000187,6273,서울바이오허브(00023),515,90
20250913,201,201번(구리~서울역),105000188,6274,한국과학기술원.홍릉초등학교(00040),51,20
20250913,273,273번(중랑차고지~동교동),105000188,6274,한국과학기술원.홍릉초등학교(00024),107,61
20250913,201,201번(구리~서울역),105000189,6275,한국과학기술원.홍릉초등학교(00079),35,117
20250913,273,273번(중랑차고지~동교동),105000189,6275,한국과학기술원.홍릉초등학교(00089),61,231
20250913,3216,3216번(오금동~경희의료원),105000189,6275,한국과학기술원.홍릉초등학교(00045),21,75
20250913,1226,1226번(월곡중학교~경동시장),105000190,6276,국방연구원(00017),14,8
20250913,273,273번(중랑차고지~동교동),105000190,6276,국방연구원(00025),179,246
20250913,1226,1226번(월곡중학교~경동시장),105000191,6277,국방연구원(00006),27,7
20250913,273,273번(중랑차고지~동교동),105000191,6277,국방연구원(00088),204,229
20250913,3216,3216번(오금동~경희의료원),105000191,6277,국방연구원(00044),67,70
20250913,201,201번(구리~서울역),105000192,6278,세종대왕기념관(00041),223,57
20250913,1226,1226번(월곡중학교~경동시장),105000192,6278,세종대왕기념관(00007),44,5
20250913,201,201번(구리~서울역),105000193,6279,세종대왕기념관(00078),42,99
20250913,1226,1226번(월곡중학교~경동시장),105000193,6279,세종대왕기념관(00016),4,9
20250913,201,201번(구리~서울역),105000194,6280,영휘원사거리.(구)홍릉사거리(00042),157,35
20250913,1226,1226번(월곡중학교~경동시장),105000194,6280,영휘원사거리.(구)홍릉사거리(00008),33,10
20250913,3216,3216번(오금동~경희의료원),105000194,6280,영휘원사거리.(구)홍릉사거리(00052),137,12
20250913,201,201번(구리~서울역),105000195,6281,영휘원사거리.(구)홍릉사거리(00077),43,140
20250913,동대문05,동대문05(답십리역~영휘원사거리),105000195,6281,영휘원사거리.(구)홍릉사거리(00018),52,121
20250913,1226,1226번(월곡중학교~경동시장),105000195,6281,영휘원사거리.(구)홍릉사거리(00015),10,6
20250913,1227,1227번(하계동~제기동),105000195,6281,영휘원사거리.(구)홍릉사거리(00026),11,62
20250913,201,201번(구리~서울역),105000196,6282,동대문경찰서(00043),42,87
20250913,1226,1226번(월곡중학교~경동시장),105000196,6282,동대문경찰서(00009),5,26
20250913,3216,3216번(오금동~경희의료원),105000196,6282,동대문경찰서(00053),38,37
20250913,201,201번(구리~서울역),105000197,6283,동대문경찰서(00076),31,75
20250913,동대문05,동대문05(답십리역~영휘원사거리),105000197,6283,동대문경찰서(00017),40,87
20250913,1226,1226번(월곡중학교~경동시장),105000197,6283,동대문경찰서(00014),15,2
20250913,3216,3216번(오금동~경희의료원),105000197,6283,동대문경찰서(00040),27,57
20250913,1227,1227번(하계동~제기동),105000197,6283,동대문경찰서(00025),16,43
20250913,201,201번(구리~서울역),105000198,6284,현대코아(00075),214,71
20250913,동대문05,동대문05(답십리역~영휘원사거리),105000198,6284,현대코아(00016),114,32
20250913,3216,3216번(오금동~경희의료원),105000198,6284,현대코아(00039),81,36
20250913,201,201번(구리~서울역),105000199,6285,현대코아(00044),48,197
20250913,2230,2230번(면목동~경동시장),105000199,6285,현대코아(00049),277,14
20250913,1226,1226번(월곡중학교~경동시장),105000199,6285,현대코아(00010),20,70
20250913,3216,3216번(오금동~경희의료원),105000199,6285,현대코아(00054),114,135
20250913,1224,1224번(상계동~청량리),105000200,6286,동대문중앙새마을금고(00044),22,60
20250913,120,120번(우이동~청량리),105000200,6286,동대문중앙새마을금고(00044),33,65
20250913,2230,2230번(면목동~경동시장),105000201,6287,동대문중앙새마을금고(00048),34,21
20250913,1226,1226번(월곡중학교~경동시장),105000201,6287,동대문중앙새마을금고(00013),4,3
20250913,2222,2222번(자양동~고대앞),105000203,6289,제기동한신아파트(00033),7,88
20250913,1227,1227번(하계동~제기동),105000203,6289,제기동한신아파트(00028),4,45
20250913,2115A,2115A번(중랑공영차고지~서경대입구),105000204,6290,제기시장(00075),57,39
20250913,2115B,2115B번(서경대입구~중랑공영차고지),105000204,6290,제기시장(00019),60,41
20250913,2222,2222번(자양동~고대앞),105000205,6291,제기시장(00034),47,138
20250913,1227,1227번(하계동~제기동),105000205,6291,제기시장(00029),25,54
20250913,273,273번(중랑차고지~동교동),105000207,6293,외대역앞(00095),367,124
20250913,273,273번(중랑차고지~동교동),105000208,6294,외대역앞(00018),178,365
20250913,273,273번(중랑차고지~동교동),105000209,6295,이경시장(00096),68,88
20250913,3216,3216번(오금동~경희의료원),105000211,6297,청량리한신아파트.청량사입구(00051),140,25
20250913,N72,N72은평 (은평공영차고지~중랑공영차고지),105000212,6298,전동초등학교.전농동SK아파트(00060),2,3
20250913,N72,N72중랑 (중랑공영차고지~은평공영차고지),105000212,6298,전동초등학교.전농동SK아파트(00146),3,5
20250913,2230,2230번(면목동~경동시장),105000212,6298,전동초등학교.전농동SK아파트(00056),124,229
20250913,2013,2013번(면목동~신당역),105000212,6298,전동초등학교.전농동SK아파트(00052),98,84
20250913,2015,2015번(신내공영차고지~동대문운동장),105000212,6298,전동초등학교.전농동SK아파트(00062),250,199
20250913,2233,2233번(면목동~옥수동),105000212,6298,전동초등학교.전농동SK아파트(00093),130,150
20250913,1222,1222번(월계동~용두동),105000213,6299,벽산아파트(00030),135,99
20250913,1222,1222번(월계동~용두동),105000214,6300,제기동천주교회(00029),102,154
20250913,1122,1122번(상진운수차고지~원자력병원),105000215,6301,이문동쌍용아파트(00059),4,15
20250913,273,273번(중랑차고지~동교동),105000215,6301,이문동쌍용아파트(00015),191,85
20250913,1122,1122번(상진운수차고지~원자력병원),105000216,6302,이문동쌍용아파트(00005),27,11
20250913,273,273번(중랑차고지~동교동),105000216,6302,이문동쌍용아파트(00099),83,120
20250913,273,273번(중랑차고지~동교동),105000217,6303,이문1동주민센터(00097),23,40
20250913,N72,N72은평 (은평공영차고지~중랑공영차고지),105000218,6304,전동초등학교.전농동SK아파트(00111),0,1
20250913,N72,N72중랑 (중랑공영차고지~은평공영차고지),105000218,6304,전동초등학교.전농동SK아파트(00027),1,2
20250913,2230,2230번(면목동~경동시장),105000218,6304,전동초등학교.전농동SK아파트(00039),310,163
20250913,2013,2013번(면목동~신당역),105000218,6304,전동초등학교.전농동SK아파트(00014),165,93
20250913,2015,2015번(신내공영차고지~동대문운동장),105000218,6304,전동초등학교.전농동SK아파트(00023),174,218
20250913,2233,2233번(면목동~옥수동),105000218,6304,전동초등학교.전농동SK아파트(00035),137,124
20250913,2112,2112번(면목동~성북동),105000222,6308,한국산업인력공단서울지역본부(00013),71,22
20250913,2112,2112번(면목동~성북동),105000222,6308,한국산업인력공단서울지역본부(00104),71,25
20250913,2233,2233번(면목동~옥수동),105000222,6308,한국산업인력공단서울지역본부(00016),68,16
20250913,2311,2311번(중랑차고지~문정동),105000223,6309,서울반도체고교.휘경주공아파트(00100),65,36
20250913,2013,2013번(면목동~신당역),105000223,6309,서울반도체고교.휘경주공아파트(00055),109,69
20250913,2112,2112번(면목동~성북동),105000223,6309,서울반도체고교.휘경주공아파트(00012),40,14
20250913,2112,2112번(면목동~성북동),105000223,6309,서울반도체고교.휘경주공아파트(00103),45,40
20250913,2112,2112번(면목동~성북동),105000226,6313,래미안장안1차아파트앞(00025),48,100
20250913,2112,2112번(면목동~성북동),105000227,6314,장평중학교앞(00024),72,64
20250913,동대문05,동대문05(답십리역~영휘원사거리),105000228,6315,청량리미주상가앞(00014),85,78
20250913,1224,1224번(상계동~청량리),105000228,6315,청량리미주상가앞(00042),4,182
20250913,3216,3216번(오금동~경희의료원),105000228,6315,청량리미주상가앞(00037),20,162
20250913,120,120번(우이동~청량리),105000228,6315,청량리미주상가앞(00042),24,392
20250913,1227,1227번(하계동~제기동),105000228,6315,청량리미주상가앞(00023),12,104
20250913,145,145번(번동~강남역),105000229,6316,동대문구청.용두역(00031),55,89
20250913,2015,2015번(신내공영차고지~동대문운동장),105000229,6316,동대문구청.용두역(00033),28,104
20250913,273,273번(중랑차고지~동교동),105000231,6318,종로사약국(00017),155,223
20250913,261,261번(장위동~여의도환승센터),105000233,6320,회기동현대아파트(00028),196,80
20250913,147,147번(월계동~도곡동),105000233,6320,회기동현대아파트(00022),212,131
20250913,1222,1222번(월계동~용두동),105000233,6320,회기동현대아파트(00023),77,80
20250913,N13,N13번(상계동차고지~송파공영차고지),105000233,6320,회기동현대아파트(00032),3,8
20250913,N13,N13번(송파공영차고지~상계동차고지),105000233,6320,회기동현대아파트(00102),10,6
20250913,3216,3216번(오금동~경희의료원),105000233,6320,회기동현대아파트(00048),69,39
20250913,120,120번(우이동~청량리),105000233,6320,회기동현대아파트(00040),153,217
20250913,201,201번(구리~서울역),105000234,6321,우산빌딩앞(00037),38,199
20250913,261,261번(장위동~여의도환승센터),105000234,6321,우산빌딩앞(00098),76,247
20250913,147,147번(월계동~도곡동),105000234,6321,우산빌딩앞(00085),108,177
20250913,1222,1222번(월계동~용두동),105000234,6321,우산빌딩앞(00039),73,55
20250913,N13,N13번(상계동차고지~송파공영차고지),105000234,6321,우산빌딩앞(00122),4,22
20250913,N13,N13번(송파공영차고지~상계동차고지),105000234,6321,우산빌딩앞(00045),5,28
20250913,120,120번(우이동~청량리),105000234,6321,우산빌딩앞(00055),169,144
20250913,2311,2311번(중랑차고지~문정동),105000235,6322,배봉산입구(00021),40,31
20250913,145,145번(번동~강남역),105000235,6322,배봉산입구(00020),82,77
20250913,동대문03,동대문03(서울가든아파트~회기역),105000235,6322,배봉산입구(00019),9,128
20250913,1218,1218번(수유역~답십리),105000235,6322,배봉산입구(00036),33,94
20250913,2013,2013번(면목동~신당역),105000235,6322,배봉산입구(00012),43,20
20250913,2211,2211번(면목동~회기역),105000235,6322,배봉산입구(00033),92,190
20250913,2211,2211번(면목동~회기역),105000237,6324,면곡시장(00002),470,55
20250913,동대문05,동대문05(답십리역~영휘원사거리),105000243,6330,동부아파트(00019),34,185
20250913,1227,1227번(하계동~제기동),105000243,6330,동부아파트(00033),19,32
20250913,720,720번(기자촌~답십리),105000248,6335,자동차부품상가(00060),37,82
20250913,동대문05,동대문05(답십리역~영휘원사거리),105000262,6349,청량리한신아파트.청량사입구(00020),82,466
20250913,1227,1227번(하계동~제기동),105000262,6349,청량리한신아파트.청량사입구(00034),36,40
20250913,동대문05,동대문05(답십리역~영휘원사거리),105000269,6357,동대문노인종합복지관(00021),48,70
20250913,1227,1227번(하계동~제기동),105000269,6357,동대문노인종합복지관(00035),17,24
20250913,중랑01,중랑01(중화동동아약국~신이문역),105000270,6358,쌍용아파트(00010),6,1
20250913,1122,1122번(상진운수차고지~원자력병원),105000270,6358,쌍용아파트(00058),10,23
20250913,1122,1122번(상진운수차고지~원자력병원),105000270,6358,쌍용아파트(00007),95,4
20250913,2236,2236번(중랑차고지~신이문역),105000270,6358,쌍용아파트(00047),131,3
20250913,중랑01,중랑01(중화동동아약국~신이문역),105000271,6359,쌍용아파트(00008),0,19
20250913,2236,2236번(중랑차고지~신이문역),105000271,6359,쌍용아파트(00045),0,87
20250913,2211,2211번(면목동~회기역),105000287,6416,삼육서울병원(00027),299,80
20250913,145,145번(번동~강남역),105000288,6417,동일스위트리버앞.휘봉고교(00087),22,61
20250913,동대문03,동대문03(서울가든아파트~회기역),105000288,6417,동일스위트리버앞.휘봉고교(00008),97,21
20250913,1218,1218번(수유역~답십리),105000288,6417,동일스위트리버앞.휘봉고교(00054),26,34
20250913,2211,2211번(면목동~회기역),105000288,6417,동일스위트리버앞.휘봉고교(00022),168,156
20250913,2233,2233번(면목동~옥수동),105000288,6417,동일스위트리버앞.휘봉고교(00013),18,6
20250913,201,201번(구리~서울역),105000289,6418,청량리수산시장(00074),98,82
20250913,121,121번(화계사~서울숲),105000289,6418,청량리수산시장(00023),145,427
20250913,2115A,2115A번(중랑공영차고지~서경대입구),105000289,6418,청량리수산시장(00078),115,164
20250913,2115B,2115B번(서경대입구~중랑공영차고지),105000289,6418,청량리수산시장(00022),115,232
20250913,1213,1213번(용마문화복지센터~국민대학교),105000289,6418,청량리수산시장(00052),204,383
20250913,1222,1222번(월계동~용두동),105000289,6418,청량리수산시장(00036),97,110
20250913,1224,1224번(상계동~청량리),105000289,6418,청량리수산시장(00046),334,33
20250913,1227,1227번(하계동~제기동),105000289,6418,청량리수산시장(00045),82,77
20250913,2233,2233번(면목동~옥수동),105000290,6419,휘봉초등학교(00015),27,7
20250913,동대문05,동대문05(답십리역~영휘원사거리),105000402,6020,청량리역환승센터(00015),812,237
20250913,1224,1224번(상계동~청량리),105000402,6020,청량리역환승센터(00043),51,329
20250913,3216,3216번(오금동~경희의료원),105000402,6020,청량리역환승센터(00038),248,354
20250913,120,120번(우이동~청량리),105000402,6020,청량리역환승센터(00043),136,570
20250913,1227,1227번(하계동~제기동),105000402,6020,청량리역환승센터(00024),178,148
20250913,173,173번(월계동~연세대),105000426,6774,신설동로터리.서울풍물시장(00088),174,95
20250913,421,421번(염곡동~옥수동),105000426,6774,신설동로터리.서울풍물시장(00043),205,367
20250913,110B,"110번(B,국민대방향,정릉~정릉)",105000438,6775,경동시장앞(00074),431,247
20250913,141,141번(도봉산~염곡동),105000438,6775,경동시장앞(00080),682,189
20250913,1213,1213번(용마문화복지센터~국민대학교),105000438,6775,경동시장앞(00020),412,140
20250913,1222,1222번(월계동~용두동),105000438,6775,경동시장앞(00027),115,89
20250913,2222,2222번(자양동~고대앞),105000438,6775,경동시장앞(00032),44,181
20250913,3216,3216번(오금동~경희의료원),105000440,6999,동대문노인종합복지관(00050),12,19
20250913,121,121번(화계사~서울숲),105000446,6019,청량리역환승센터(00024),512,487
20250913,271,271번(용마문화복지센터~월드컵파크7단지),105000446,6019,청량리역환승센터(00105),518,326
20250913,720,720번(기자촌~답십리),105000446,6019,청량리역환승센터(00045),722,289
20250913,N72,N72은평 (은평공영차고지~중랑공영차고지),105000446,6019,청량리역환승센터(00054),2,3
20250913,N72,N72중랑 (중랑공영차고지~은평공영차고지),105000446,6019,청량리역환승센터(00140),6,8
20250913,272,272번(면목동~남가좌동),105000446,6019,청량리역환승센터(00079),722,490
20250913,2230,2230번(면목동~경동시장),105000446,6019,청량리역환승센터(00050),957,32
