기준연도,기준월,시도명,시군구명,법정동,확진자수
2020,6,서울특별시,마포구,염리동,1
2020,7,서울특별시,마포구,염리동,0
2020,8,서울특별시,마포구,염리동,0
2020,9,서울특별시,마포구,염리동,0
2020,10,서울특별시,마포구,염리동,0
2020,11,서울특별시,마포구,염리동,5
2020,12,서울특별시,마포구,염리동,27
2021,1,서울특별시,마포구,염리동,10
2021,2,서울특별시,마포구,염리동,3
2021,3,서울특별시,마포구,염리동,6
2021,4,서울특별시,마포구,염리동,9
2021,5,서울특별시,마포구,염리동,1
2021,6,서울특별시,마포구,염리동,12
2021,7,서울특별시,마포구,염리동,39
2021,8,서울특별시,마포구,염리동,21
2021,9,서울특별시,마포구,염리동,25
2021,10,서울특별시,마포구,염리동,38
2021,11,서울특별시,마포구,염리동,60
2021,12,서울특별시,마포구,염리동,88
2022,1,서울특별시,마포구,염리동,94
2022,2,서울특별시,마포구,염리동,800
2022,3,서울특별시,마포구,염리동,3747
2022,4,서울특별시,마포구,염리동,1358
2022,5,서울특별시,마포구,염리동,258
2022,6,서울특별시,마포구,염리동,92
2022,7,서울특별시,마포구,염리동,751
2022,8,서울특별시,마포구,염리동,1053
2022,9,서울특별시,마포구,염리동,423
2022,10,서울특별시,마포구,염리동,289
2022,11,서울특별시,마포구,염리동,502
2022,12,서울특별시,마포구,염리동,669
